FID,id1,aa,company,a_m,thesh,kal_dhmos,kal_dhm_enothta,kal_perif_enothta,kal_perifereia,epo,power_mw,katastash_code,katastash_descr,paratiriseis,imerominia,imerominia_ekdosis_adeias,geometry
V_SDI_R_AIOLIKA13.33851,33851,Γ-03128,SOLARBEAM AE,ΑΔ-01346,ΛΟΓΓΟΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ,ΔΙΣΤΟΜΟΥ,ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,2.55,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2007-12-10,2009-12-15,"MULTIPOLYGON (((22.700247178226178 38.448966443416545, 22.70411947989249 38.44773869907964, 22.701927039149645 38.44346994770382, 22.701940595694516 38.44271312021385, 22.697770583736933 38.44266684580839, 22.697745002238936 38.44409039984661, 22.700247178226178 38.448966443416545)))"
V_SDI_R_AIOLIKA13.33825,33825,Γ-01089,ΤΕΡΝΑ ΕΝΕΡΓΕΙΑΚΗ ΑΙ ΓΙΩΡΓΗΣ Α.Ε.,ΑΔ-00989,ΝΗΣΙΔΑ  ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,ΥΔΡΑΣ,ΥΔΡΑΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ,ΝΑΙ,24.9,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2005-07-22,2006-10-16,"MULTIPOLYGON (((23.897147606922204 37.48954303921402, 23.897643729091588 37.49071524279306, 23.89798299153735 37.49078764530181, 23.89805184367915 37.49006661385041, 23.899318948030196 37.48994150948235, 23.901116601710743 37.49065510493919, 23.903899864164657 37.49026080155383, 23.907127151377175 37.487532249838466, 23.9133628500381 37.48490500286362, 23.916349274120137 37.48465477280721, 23.91349163725298 37.48111936487121, 23.909146324976714 37.482810669817795, 23.904642794119464 37.48424029105892, 23.903068416599996 37.485897520597064, 23.901448368119244 37.48782509977761, 23.899388330518164 37.488814863868825, 23.897147606922204 37.48954303921402)))"
V_SDI_R_AIOLIKA13.33827,33827,Γ-00798,ΤΕΡΝΑ ΕΝΕΡΓΕΙΑΚΗ ΑΙ ΓΙΩΡΓΗΣ Α.Ε.,ΑΔ-00911,ΝΗΣΙΔΑ ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ,ΥΔΡΑΣ,ΥΔΡΑΣ,ΝΗΣΩΝ,ΑΤΤΙΚΗΣ,ΝΑΙ,48.3,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2004-11-18,2006-03-23,"MULTIPOLYGON (((23.91650272764467 37.478895158647305, 23.91349163725298 37.48111936487121, 23.916349274120137 37.48465477280721, 23.926633356785306 37.48232707106745, 23.93249682339276 37.4773370017527, 23.935963208291014 37.47086712083032, 23.931914736984723 37.4706845842665, 23.931757779219517 37.469179210911406, 23.933623768008516 37.46913520538525, 23.93541119038117 37.468397074767196, 23.936836135180904 37.46833474928066, 23.936767395012726 37.46938931207962, 23.93719723551042 37.46926334990761, 23.937514226876626 37.46884888907118, 23.93930288678794 37.46652429357722, 23.935514617391995 37.46647721877643, 23.935527032582364 37.465188269874915, 23.938704594763447 37.46523502908596, 23.94007261223907 37.46557825044044, 23.941467729594265 37.463711759766475, 23.93762198137941 37.461656031721084, 23.932792598925605 37.46278910789861, 23.93031410376779 37.46503207843896, 23.926094626891764 37.46658888090304, 23.922168083676766 37.46902906528553, 23.91998129526276 37.4729665773981, 23.91650272764467 37.478895158647305)))"
V_SDI_R_AIOLIKA13.33805,33805,Γ-01058,ΕΛΛΑΚΤΩΡ Α.Ε.,ΑΔ-01023,ΛΥΡΚΕΙΟΝ ΟΡΟΣ,"ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΤΡΙΠΟΛΗΣ","ΑΛΕΑΣ,ΛΥΡΚΕΙΑΣ,ΜΑΝΤΙΝΕΙΑΣ","ΑΡΓΟΛΙΔΑΣ,ΑΡΚΑΔΙΑΣ",ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,39,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2005-07-04,2006-12-06,"MULTIPOLYGON (((22.450720652924456 37.708872948655134, 22.453005024477516 37.706487606131354, 22.453852297931828 37.70338040515761, 22.455123976913647 37.70113494380706, 22.45745415424016 37.699804569868995, 22.45854881282741 37.69843096405916, 22.457785017605204 37.695879453150674, 22.458969722613475 37.69508381948857, 22.460758524875516 37.69414284931758, 22.463914616392348 37.68739759370596, 22.4662936548144 37.68641916143965, 22.467646455155702 37.68460720901566, 22.471149220725383 37.6835711749679, 22.472313003704944 37.681567452684455, 22.47362136508273 37.68135908294249, 22.474015984413413 37.68313064611607, 22.473673984847917 37.68432488565383, 22.474621655731646 37.69065492685177, 22.475101268071775 37.69104866896882, 22.475749486279984 37.69151668910113, 22.477696918458907 37.69056849668551, 22.477181673608808 37.68637101985766, 22.476385355671354 37.6815029796513, 22.47702638882119 37.68065507009511, 22.474755824383145 37.674136696153745, 22.474131064179428 37.67419170155713, 22.473578787993983 37.67568964810671, 22.47409125121529 37.677796201533035, 22.470098791453037 37.68170998317214, 22.46591012412472 37.68301645333512, 22.459214945135567 37.6887151875314, 22.45300726458828 37.695465373134425, 22.452181682878138 37.69589614947529, 22.450165949384843 37.70173679340881, 22.450801127063897 37.7050076572142, 22.4503378163312 37.70710147329002, 22.449331349507748 37.708584308105934, 22.450720652924456 37.708872948655134)))"
V_SDI_R_AIOLIKA13.33810,33810,Γ-00407,ΞΗΡΟΒΟΥΝΙ ΠΛΑΤΑΝΟΥ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΙΟΛΙΚΗ ΕΝΕΡΓΕΙΑΚΗ ΑΕ,ΑΔ-00608,ΞΕΡΟΒΟΥΝΙ,ΝΑΥΠΑΚΤΙΑΣ,ΠΛΑΤΑΝΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,17,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2003-01-24,2003-12-22,"MULTIPOLYGON (((21.803905673985437 38.64058146033868, 21.805530077264592 38.64081018293287, 21.806714523843098 38.63549824804748, 21.80872640870098 38.62790414617119, 21.811891647755285 38.622025539659916, 21.81038512932868 38.618312081021976, 21.810019180486197 38.614484806801954, 21.808110835054013 38.61454817560117, 21.808589239497497 38.61882808302562, 21.80995439013963 38.622277614376834, 21.807223437599255 38.62709207056759, 21.805162418892312 38.63516277509717, 21.803905673985437 38.64058146033868)))"
V_SDI_R_AIOLIKA13.33813,33813,Γ-05798,ΤΕΡΝΑ ΗΛΙΑΚΗ ΒΟΙΩΤΙΑΣ Α.Ε.,ΑΔ-03402,ΠΛΑΓΙΑ - ΨΗΛΩΜΑ,ΤΑΝΑΓΡΑΣ,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,14.9,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2013-09-10,2014-07-10,"MULTIPOLYGON (((23.55016310787065 38.16069080434013, 23.548026054594537 38.16109717683889, 23.54757598764104 38.16373611733258, 23.55053339993794 38.16545084135577, 23.55198235509228 38.161851363036156, 23.55016310787065 38.16069080434013)), ((23.571942480011796 38.15480589074198, 23.559675588597678 38.15622057848668, 23.560958814656175 38.159217548021, 23.561593397550055 38.16189664389551, 23.573016066258262 38.16055980620453, 23.571942480011796 38.15480589074198)))"
V_SDI_R_AIOLIKA13.33814,33814,Β-00160,ΑΙΟΛΙΚΑ ΠΑΡΚΑ ΑΡΚΑΔΙΑΣ ΑΕ,ΑΔ-00045,ΑΓΡΙΟΚΕΡΑΣΙΑ ΒΛΑΧΟΚΕΡΑΣΙΑΣ,ΤΡΙΠΟΛΗΣ,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,16.2,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-06-18,"MULTIPOLYGON (((22.364326100661042 37.389263790451075, 22.363188861312356 37.39377248556139, 22.366925377070643 37.394409991564274, 22.36908713559949 37.38900510053581, 22.36932895530979 37.38879212818795, 22.369516655207345 37.38847025504281, 22.369612065760847 37.38823723723527, 22.369832468213986 37.38796989147153, 22.369904317612864 37.3877816126813, 22.370031650853615 37.38763916291754, 22.370136985005413 37.38746937125347, 22.37018605425716 37.387289791062045, 22.370121447144278 37.38662195091633, 22.3701477371907 37.386451069522565, 22.370723831164366 37.3859272524863, 22.37085096463201 37.385793811832734, 22.371001265862613 37.38563365173521, 22.371206270116478 37.385555360552495, 22.371310623920202 37.38543061840124, 22.37140485527031 37.385251659710384, 22.371542693252227 37.38514540422896, 22.37166204027739 37.384849624365025, 22.37172161598616 37.38470623945056, 22.371700786847235 37.384624837069865, 22.37158496056141 37.38423568990406, 22.371565106131634 37.38410923673496, 22.371670236762633 37.38394845356128, 22.371741492794314 37.38378720379333, 22.37170041955974 37.38359736855876, 22.3717364371328 37.38349872335387, 22.37186298003717 37.3833923118849, 22.371990496747298 37.38324084948939, 22.371984465932915 37.382997419796055, 22.37186591255488 37.382734415020614, 22.37193911526432 37.382483063494966, 22.37207870064204 37.382295715782774, 22.372174679209373 37.38203566482261, 22.37217137495759 37.381666092848306, 22.37222179863603 37.38142344031774, 22.372169434252417 37.381233449732136, 22.37227631241451 37.38099157437189, 22.372535814418054 37.38048141444246, 22.372565017484646 37.38017537970916, 22.372631987295783 37.37968960786039, 22.37253699157433 37.37938186365277, 22.37259948188775 37.379103325549714, 22.372608244678748 37.37869786809724, 22.372453876129995 37.378524499302486, 22.372424873018566 37.37829877892783, 22.37236628299352 37.377874368643155, 22.372121398093473 37.377708766248816, 22.37163629759051 37.377684061040966, 22.370975798241904 37.37793633571469, 22.37055532030781 37.37805672186042, 22.37033885061101 37.37814386702427, 22.370311784604528 37.37835078939638, 22.370136965684594 37.378600739408014, 22.369833072149795 37.37907423074303, 22.369532686515413 37.379385538452205, 22.369246321029326 37.37957085895279, 22.369176430046842 37.37966903625266, 22.369160846077385 37.37986710379952, 22.369007820649653 37.380153403955326, 22.368259858917373 37.38079200860089, 22.36823727709448 37.38079169696136, 22.368238448679193 37.38073763610233, 22.368342409826298 37.38063091671876, 22.368347486314264 37.38039665297395, 22.368281107992722 37.38033264709299, 22.36817792826405 37.38040332586181, 22.368061504646093 37.38056395012699, 22.368010873010256 37.380815610754624, 22.3678356499196 37.381083577227635, 22.367694103198726 37.38136102116829, 22.3677345792775 37.381577888014625, 22.367608033847272 37.38168429502957, 22.367401669176896 37.38182565114766, 22.367319310256306 37.38197773212531, 22.367198192709246 37.38235459867174, 22.367274299826256 37.382490842169126, 22.367271759728435 37.38260797393833, 22.36712047996013 37.38281318000318, 22.366888988040053 37.383071354974554, 22.366713560002395 37.38334832959858, 22.36664092543993 37.38357264702363, 22.3665569990688 37.38379680839407, 22.366325111073667 37.38407300236178, 22.36613838708715 37.384349819965664, 22.36606516309288 37.3846011673194, 22.365980060382963 37.38487938893603, 22.365885034490436 37.385094383521995, 22.36563793615805 37.385550622360725, 22.3653351589541 37.38597003952047, 22.36507754524837 37.386390080373744, 22.364881280271792 37.38658564842298, 22.364811572552764 37.386674812620655, 22.364762491015593 37.38685439030395, 22.364781943082477 37.38699886454079, 22.364814057088875 37.387080424117556, 22.36476614960839 37.38720594107804, 22.36476282227112 37.38735911307643, 22.364601638761783 37.38778962115572, 22.364551089248014 37.38826647962989, 22.364487973133027 37.38857204251578, 22.364404230055037 37.388787191776, 22.364354558626076 37.38899379951166, 22.364326100661042 37.389263790451075)))"
V_SDI_R_AIOLIKA13.33815,33815,Β-00158,ΑΡΚΑΔΙΚΑ ΜΕΛΤΕΜΙΑ ΑΕ,ΑΔ-00044,ΑΣΠΡΟΒΟΥΝΙ/ΑΝΩ ΣΠΛΗΘΑΡΙΑ,ΤΡΙΠΟΛΗΣ,ΣΚΙΡΙΤΙΔΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,43.7,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2001-06-18,"MULTIPOLYGON (((22.357369276288185 37.38506651887061, 22.356042219185888 37.386354922477445, 22.35497450145797 37.38662848164337, 22.352048466668336 37.38975122954843, 22.350639742090173 37.39269679724666, 22.34973695876627 37.3931708901698, 22.349442420053663 37.39423930128603, 22.35020921543613 37.395331539903076, 22.351292948074732 37.39536468403764, 22.350723547499246 37.39815070817588, 22.350164079062928 37.39893602732104, 22.349971298742876 37.39896938790813, 22.34958263294996 37.40020772736049, 22.3504734542404 37.400283250247966, 22.35007717709901 37.4034141698674, 22.348997180431326 37.40526473702667, 22.34763035187802 37.405254651984656, 22.347646833453137 37.40656173515861, 22.349303367909503 37.40624239327019, 22.34948020621337 37.40796630320154, 22.350564120123785 37.407999458305476, 22.3519152823824 37.40253853165219, 22.35200589565847 37.40098058241577, 22.35158778384983 37.400470036732, 22.35119052755868 37.40055462461073, 22.350946765904492 37.3998211885369, 22.35214108646026 37.399450292453615, 22.354049110353934 37.39433957839691, 22.35472615644723 37.39488977069399, 22.355153454864162 37.39601330391824, 22.35509370834141 37.39667941985445, 22.355167049576405 37.39694181148253, 22.355363239139155 37.39726900174079, 22.356427127240707 37.39821211578118, 22.357108865939644 37.398032323067405, 22.35757465008706 37.39791261592761, 22.358510840969547 37.396943223229314, 22.35942923232397 37.39627099831066, 22.361855533729692 37.397422231597176, 22.36583795968862 37.396107400381524, 22.365716389796205 37.39494306685859, 22.365414022428 37.39482172003772, 22.36356733193317 37.394030083655075, 22.363123774535666 37.394168148200286, 22.3629639101941 37.3942470499938, 22.3618705745056 37.39465550771198, 22.361571576923794 37.39541745319021, 22.360771445592494 37.3958479891636, 22.35919541524181 37.39611453568252, 22.357582067677853 37.39602003048154, 22.35669825211588 37.39614294062269, 22.356515430552363 37.39778974182568, 22.355689957629483 37.39730959768142, 22.35537702344308 37.3966382975193, 22.35554556386457 37.39616296360213, 22.355545887275152 37.39563121281524, 22.355049578510133 37.394047067760354, 22.355862885926253 37.391462693028224, 22.356826713734034 37.39025936336914, 22.356549285304197 37.388479983310866, 22.35559467613229 37.390296310513, 22.354497224646178 37.39089391212577, 22.350959607478433 37.39408021758755, 22.352506960664776 37.390478643956165, 22.357070352036732 37.38634217520864, 22.35772273536736 37.385431931330345, 22.357369276288185 37.38506651887061)), ((22.350345591962913 37.382409080418604, 22.348571471589935 37.385538797738256, 22.34809519540058 37.386210891649604, 22.347792502804467 37.3867081267892, 22.34785077859544 37.38712085851528, 22.34813475017584 37.38742538620847, 22.348728608458792 37.3870077557957, 22.349264311408206 37.386119763684206, 22.349298079794167 37.385368688301085, 22.350438765006963 37.38373628733283, 22.350769355295075 37.382988701465194, 22.350757115645134 37.38252288452681, 22.350345591962913 37.382409080418604)), ((22.348829863096054 37.37272618077052, 22.345616901714525 37.37350143895945, 22.344364339653527 37.37499806121918, 22.346176277890205 37.37528478951319, 22.346844198082508 37.376240475536726, 22.347925210926533 37.37484057133148, 22.348935923011837 37.377675701365725, 22.34719052421423 37.378985213434596, 22.345844800365082 37.38060672655428, 22.344550716843635 37.38295898375507, 22.34299884256774 37.384703754801826, 22.340612905745516 37.3863646987096, 22.34206596895534 37.386033584442366, 22.342584721748576 37.38812281403424, 22.343693744972022 37.38546155417252, 22.346503065268195 37.38200390677906, 22.348643643064488 37.37915873469666, 22.350702347165583 37.37746602023692, 22.350154138762065 37.37568284630146, 22.350200325913644 37.37357448968588, 22.34910034900442 37.37481192000257, 22.348829863096054 37.37272618077052)))"
V_SDI_R_AIOLIKA13.33829,33829,Β-00347,ΑΙΟΛΙΚΗ ΠΑΣΤΡΑ ΑΤΤΙΚΗΣ A.Ε.,ΑΔ-00425,ΓΚΟΥΡΙ ΜΕΛΕΣ - ΚΙΑΦΑ ΒΕΡΜΗ - ΜΠΟΥΖΟΥΡΕΖΑ - ΑΣΤΡΟΠΕΛΕΚΙ,ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ,"ΕΡΥΘΡΩΝ,ΜΑΝΔΡΑΣ",ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΝΑΙ,32.2,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2003-02-11,"MULTIPOLYGON (((23.371824711613645 38.201455801295104, 23.37353631837184 38.20030234471293, 23.375380138940788 38.19970833621894, 23.377713689529994 38.199270106371216, 23.380870142785643 38.19875506037798, 23.38387999164464 38.1980138494939, 23.38527787852745 38.20018415829114, 23.387622452955235 38.20115172705501, 23.390599804068398 38.20157277737857, 23.393595637495714 38.201146679924854, 23.395669440929527 38.20034625419358, 23.396733091791646 38.200162463186786, 23.397792654885265 38.20047432505047, 23.40098439432776 38.19982373261566, 23.40717161350297 38.20017057099361, 23.410181699288465 38.19937461190514, 23.41807630315161 38.200441422672995, 23.42019167244897 38.20444439559701, 23.425035457098467 38.20430599268702, 23.42688144389294 38.20339575016236, 23.42565903670941 38.201983836987566, 23.42208081873107 38.202416900294565, 23.420939177783314 38.19947322145437, 23.41053745542698 38.197745147824214, 23.407778681962373 38.198542384347874, 23.400723234828217 38.19824522464465, 23.398332600188787 38.19870164483394, 23.396792007269003 38.19855855367609, 23.394905016754663 38.19887329149369, 23.393013596298125 38.19971970917476, 23.390965850966534 38.20013268896501, 23.389459052858633 38.2000437514047, 23.38633761987735 38.19910821112627, 23.38545988011366 38.19755348312753, 23.390280041491668 38.1960915620187, 23.389310295632203 38.19460848351126, 23.38367592645131 38.19648066604522, 23.375028019933524 38.19814731376413, 23.373709402454626 38.19876214452299, 23.3672298226124 38.1966004719424, 23.36657790867551 38.19802993145267, 23.371886497382132 38.19958154924867, 23.370565267656676 38.20049374012551, 23.371824711613645 38.201455801295104)))"
V_SDI_R_AIOLIKA13.33830,33830,Β-00128,ΑΙΟΛΙΚΗ ΕΝΕΡΓΕΙΑΚΗ ΕΥΒΟΙΑΣ Α.Ε.,ΑΔ-01092,ΜΕΓΑΛΟ ΒΟΥΝΟ - ΡΕΘΙ,ΚΑΡΥΣΤΟΥ,ΣΤΥΡΕΩΝ,ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,18,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2008-05-08,"MULTIPOLYGON (((24.17283213397274 38.26479862707241, 24.174889192057986 38.26457928100993, 24.17177495913883 38.257599238357926, 24.17542555706499 38.254700842134774, 24.175443020711604 38.252456715213675, 24.18031157129504 38.252359211866604, 24.18393064350229 38.25079444117226, 24.1881237047688 38.25028309751052, 24.18809710789215 38.24883213443324, 24.1827057015495 38.24540690296499, 24.186201133123042 38.24480658704742, 24.185854053005844 38.24313983081253, 24.178715342408264 38.24459291234694, 24.17731120978655 38.24520788965358, 24.178844559122776 38.24602569753346, 24.18042133867812 38.250529514646836, 24.17266267018871 38.25115403238904, 24.16954718433871 38.25805310030504, 24.17283213397274 38.26479862707241)))"
V_SDI_R_AIOLIKA13.33862,33862,Γ-00563,ΔΕΗ ΑΝΑΝΕΩΣΙΜΕΣ ΑΕ,ΑΔ-00665,ΜΑΡΑΘΟΚΑΜΠΟΣ,ΔΥΤΙΚΗΣ ΣΑΜΟΥ,ΜΑΡΑΘΟΚΑΜΠΟΥ,ΣΑΜΟΥ,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΝΑΙ,1.6,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2003-05-12,2004-01-30,"MULTIPOLYGON (((26.695978847249403 37.73422176435754, 26.696732659542246 37.73435869807584, 26.697589949297527 37.73454465328812, 26.699547910484657 37.734999074827805, 26.70092701758288 37.734534268646854, 26.700945129010208 37.73426953166128, 26.698962666259593 37.73390380183024, 26.698202635505908 37.73410476946667, 26.695986408163872 37.73392055792025, 26.695978847249403 37.73422176435754)))"
V_SDI_R_AIOLIKA13.33833,33833,00256,"WINDENERGY INVESTMENTS HELLAS - ΕΠΕΝΔΥΣΕΙΣ ΑΙΟΛΙΚΩΝ ΠΑΡΚΩΝ Α.Ε ΚΑΙ ΣΙΑ, ΑΡΚΑΔΙΚΟΣ ΓΑΡΜΠΗΣ ΕΕ",ΑΔ-00390,ΜΕΓΑΒΟΥΝΙ/ΚΟΥΚΟΥΡΑΣ,ΤΡΙΠΟΛΗΣ,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΝΑΙ,18,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2002-12-03,"MULTIPOLYGON (((22.282855958863344 37.451223809653065, 22.282287897379867 37.45243932430099, 22.282116717081898 37.45311482890231, 22.28222864019141 37.45356551048608, 22.282284163330015 37.45397105691829, 22.282336283129496 37.45577318690884, 22.281826013865018 37.45644816775584, 22.280922239867525 37.45626656654743, 22.278817926555032 37.461624368540924, 22.27954429005422 37.46500435005655, 22.280223641588133 37.46455489535856, 22.280790056045443 37.46406021724833, 22.280400858442455 37.46144664441941, 22.28079659108999 37.46140220329543, 22.281937060468387 37.45725926059447, 22.283978209018702 37.45451426847787, 22.28398049328587 37.4535682005321, 22.283981363937386 37.4532077889446, 22.283869213359893 37.45284720489604, 22.28387160743781 37.45185608415058, 22.282855958863344 37.451223809653065)))"
V_SDI_R_AIOLIKA13.33837,33837,Γ-00041,ΑΙΟΛΙΚΗ ΡΑΧΟΥΛΑΣ ΔΕΡΒΕΝΟΧΩΡΙΩΝ ΑΕ,ΑΔ-00354,ΡΑΧΟΥΛΑ - ΠΑΣΧΑΛΙΕΣ,ΤΑΝΑΓΡΑΣ,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,44,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-09-07,2002-07-18,"MULTIPOLYGON (((23.509836533772393 38.238838765498734, 23.50873388509848 38.23968132183852, 23.510076065082387 38.24060619724238, 23.511190199521355 38.23975466384853, 23.509836533772393 38.238838765498734)), ((23.5019871766324 38.238706587184005, 23.498801883485374 38.23996377787905, 23.49885423602521 38.24232525042721, 23.503825078153973 38.24233735703543, 23.5019871766324 38.238706587184005)), ((23.512586072966105 38.23435302185772, 23.51100477943941 38.235022376014186, 23.51161551246782 38.235962209734794, 23.513276923074848 38.23527515490922, 23.512586072966105 38.23435302185772)), ((23.514331057071548 38.22968280904069, 23.507772864003837 38.23137686384215, 23.504317908927042 38.23539087432015, 23.496546604778985 38.238908687197906, 23.497495641473417 38.24048091210727, 23.506421485511 38.23691382381771, 23.509751926761005 38.23271898402958, 23.51479977639814 38.23136105793959, 23.514331057071548 38.22968280904069)), ((23.492579734595562 38.22929338889944, 23.487147007861786 38.231756052088485, 23.48824591647586 38.233068800597394, 23.493677778706655 38.23076715416598, 23.492579734595562 38.22929338889944)), ((23.505166459578984 38.22820254573442, 23.50070160720049 38.23119378727198, 23.497939427998922 38.23244374358215, 23.494909793995127 38.23270111851715, 23.490003669248942 38.234969056751666, 23.486937410679978 38.23554150049837, 23.48435625307217 38.23699019912914, 23.48190995648009 38.23713263766163, 23.48216112733193 38.23877400287657, 23.48473215212976 38.23877630531134, 23.487655901203105 38.23736514452433, 23.49023021258961 38.23688968331273, 23.495764384867243 38.23469653560525, 23.49873795954692 38.23429470094533, 23.502428987438964 38.23256199702537, 23.506722416765772 38.22957898269068, 23.505166459578984 38.22820254573442)))"
V_SDI_R_AIOLIKA13.33858,33858,Γ-00557,ΑΙΟΛΙΚΟ ΚΟΥΛΟΥΚΩΝΑΣ ΑΕ,ΑΔ-00599,ΚΟΥΤΣΟΤΡΟΥΛΗΣ,ΜΥΛΟΠΟΤΑΜΟΥ,ΚΟΥΛΟΥΚΩΝΑ,ΡΕΘΥΜΝΟΥ,ΚΡΗΤΗΣ,ΝΑΙ,4.8,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2003-05-12,2003-12-10,"MULTIPOLYGON (((24.826484649417083 35.36736465396586, 24.821251455088255 35.36800444041793, 24.817134270035712 35.37671529203093, 24.82354234448132 35.37679801920366, 24.828607501052428 35.37474368613888, 24.82559725785052 35.37210440949069, 24.8382907600572 35.37218833305768, 24.83846568244722 35.36887804888, 24.832849881157575 35.36912236944107, 24.827869763608966 35.36933881460677, 24.827799064796793 35.36923805253838, 24.826484649417083 35.36736465396586)))"
V_SDI_R_AIOLIKA13.33889,33889,00244,ΕΠΙΧΕΙΡΗΣΕΙΣ ΑΞΙΟΠΟΙΗΣΗΣ ΚΑΙ ΕΚΜΕΤΑΛΛΕΥΣΗΣ ΑΝΑΝΕΩΣΙΜΩΝ ΠΗΓΩΝ ΕΝΕΡΓΕΙΑΣ -ΑΙΟΛΙΑ ΑΕ,ΑΔ-00285,ΠΑΝΩ ΒΡΥΣΗ,ΕΡΥΜΑΝΘΟΥ,ΦΑΡΡΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΝΑΙ,2,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,ΕΠΟ,2001-02-19,2002-01-24,"MULTIPOLYGON (((21.86988106385961 38.0559412531565, 21.870017538975596 38.056504172076046, 21.870527092751267 38.05659034119955, 21.87094929010712 38.05692149304632, 21.870982676396395 38.057285765199055, 21.870707708323653 38.05766862588555, 21.870364740312773 38.05830153068037, 21.87012582677893 38.05873126657395, 21.870599177091602 38.05889578772183, 21.870838088423007 38.058466050893514, 21.871107545716864 38.05811832196617, 21.87119063528079 38.0579159476893, 21.871586637082807 38.05732722713599, 21.870751040378934 38.05636690562016, 21.870771060303486 38.05593843873266, 21.86988106385961 38.0559412531565)))"
