FID,id1,aa,company,a_m,thesh,kal_dhm_enothta,kal_perif_enothta,kal_dhmos,power,area_power,katastash_code,katastash_descr,imerominia,imerominia_ekdosis_adeias,geometry
V_SDI_R_PHOTOVOLTAICS13.11727,11727,Γ-02375,EDF EN HELLAS AE,ΑΔ-01527,ΤΟΛΟΦΩΝΑΣ,ΤΟΛΟΦΩΝΟΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΟΣ,1.06,20.715,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-04-27,"MULTIPOLYGON (((22.216738760972966 38.38579760870835, 22.216891963813683 38.38561971472163, 22.217017468649132 38.385171061645565, 22.217349854343873 38.38468951031311, 22.217408845144416 38.38461831756206, 22.21764149041551 38.3844686645637, 22.21847741422536 38.38399476655855, 22.218579749215596 38.38402335583903, 22.2187621939039 38.384053162587996, 22.21929547680986 38.38378191746841, 22.21928734623949 38.38364662511231, 22.219254339197118 38.38359205607738, 22.218397525708184 38.383984540915826, 22.217907466080565 38.38342740385348, 22.217358977222503 38.38385160265192, 22.216835803842724 38.38417706020181, 22.216363651474847 38.384755606852316, 22.215941031835445 38.38518171427137, 22.21574359952894 38.38529585492264, 22.216738760972966 38.38579760870835)))"
V_SDI_R_PHOTOVOLTAICS13.13118,13118,Γ-02524,ΣΑΓΑΪΚΑ ΦΩΤΟΒΟΛΤΑΪΚΟ ΠΑΡΚΟ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΑΔ-01781,ΤΑΜΠΑΚΙ,ΜΟΒΡΗΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,1.805,22.966,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-09-29,"MULTIPOLYGON (((21.454715554174722 38.12179832085056, 21.455881140160475 38.12212336283444, 21.456148142589612 38.122173029212085, 21.456581198724077 38.12224296163853, 21.45682484625147 38.121775906992426, 21.45700870142101 38.12143109124944, 21.457212636359426 38.12151993665576, 21.45745836285162 38.121160421296274, 21.457746712307202 38.12083471670579, 21.457269943697185 38.12055542830704, 21.45680184622563 38.12030245638136, 21.456053127101004 38.11991932790434, 21.455776300465452 38.12041566723114, 21.455589828266834 38.12029376871036, 21.45522241992297 38.120159929205926, 21.45470583029799 38.12094868713395, 21.455136011918228 38.12119309652198, 21.454999060141265 38.12136619396095, 21.454715554174722 38.12179832085056)))"
V_SDI_R_PHOTOVOLTAICS13.14176,14176,Γ-01984,ΚΑΡΡΑΣ ΓΕΩΡΓΙΟΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ (Δ.Τ. ΓΕΩΡΓΙΟΣ ΚΑΡΡΑΣ  ΕΠΕ),ΑΔ-01334,ΦΩΤΟΛΙΒΟΣ (ΑΓΡΟΤΕΜ. 554),ΣΙΤΑΓΡΩΝ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,1.504,31.346,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-07,2009-12-15,"MULTIPOLYGON (((24.050870071047452 41.04878204022746, 24.05266572614114 41.048753209501136, 24.05265018141484 41.046433577530955, 24.050794526507552 41.04647993721222, 24.050432979535355 41.04648758171377, 24.05050843868451 41.04878784735065, 24.050870071047452 41.04878204022746)))"
V_SDI_R_PHOTOVOLTAICS13.12378,12378,Γ-01896,ΕΝΕΛ ΓΚΡΙΝ ΠΑΟΥΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΕΜΠΟΡΙΟΥ,ΑΔ-01928,ΚΑΜΙΝΙΑ - ΚΟΛΟΒΟΥΤΣΕΛΟ,ΖΙΤΣΑΣ,ΙΩΑΝΝΙΝΩΝ,ΖΙΤΣΑΣ,1.996,37.766,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-01,2010-10-04,"MULTIPOLYGON (((20.676079302922457 39.75902278933974, 20.67614241596443 39.75863455386094, 20.676575749780977 39.75820334575783, 20.67657757835622 39.758125322557575, 20.676590835567584 39.757559465179185, 20.67614461780717 39.75765148404983, 20.675562940634602 39.75775831669729, 20.67528051859355 39.75779591316692, 20.674978179196646 39.757798998143386, 20.67465302196091 39.75780552627227, 20.674373155084247 39.75781379385373, 20.674353497939183 39.757820913310916, 20.674289332044083 39.75799208579604, 20.67418662280502 39.75827393371889, 20.674113653101696 39.7584684437727, 20.6741094272995 39.758627941529355, 20.674092121034544 39.75881768901607, 20.674089442379415 39.75902769923396, 20.674094986015238 39.75910840182634, 20.674113982581872 39.759138517802924, 20.67412005028328 39.75919306912199, 20.674114779826468 39.759287008549585, 20.67404847801352 39.75945862399076, 20.673998574410756 39.75956501929377, 20.673922213882772 39.75968933684427, 20.67383532317674 39.75986533357976, 20.673748865842377 39.76003111034377, 20.673805307454543 39.76006935330511, 20.67388898766329 39.760126031985465, 20.674186758879884 39.76023305069406, 20.674335920942518 39.7602730702058, 20.674355613182442 39.76014792868638, 20.67436095225734 39.76011121480864, 20.674392995976852 39.76001628685436, 20.674396806989517 39.76001130701785, 20.674403652799462 39.760007287935785, 20.67441690012378 39.76000532598454, 20.674461258491863 39.760008273609486, 20.674568987031382 39.76001925377042, 20.674699106478027 39.7600402796427, 20.674848332671736 39.760069995942104, 20.674955177188185 39.76008213035396, 20.675093638321243 39.76011073597647, 20.67516136387293 39.760122847320226, 20.67531094279822 39.76014621396352, 20.67544743221532 39.760167538746416, 20.675552606641947 39.760128544126765, 20.67562197861149 39.76013191124868, 20.675748198240314 39.760113705276964, 20.6758645058501 39.76009775506678, 20.67596092026778 39.760087512550086, 20.676058875101244 39.76007824186786, 20.67628123221452 39.76005602677657, 20.676423386936367 39.7600930144338, 20.67647827312936 39.760105648703444, 20.676561924535836 39.760120287411915, 20.676655025650998 39.76013912410985, 20.676740043765943 39.76015373881203, 20.677015452983657 39.76020847930311, 20.67705984306331 39.76006959730722, 20.677054127432836 39.75991016576044, 20.677047147484288 39.75981703701987, 20.677055242751802 39.75979917327892, 20.677097095066156 39.75979453595221, 20.677176623660188 39.75979055498768, 20.677344659037285 39.75978761505792, 20.677539251650288 39.75974936148196, 20.677595217361365 39.75969879463588, 20.67769685722754 39.75959276322275, 20.67773293481905 39.75956478431553, 20.677826833107208 39.759496677045234, 20.677844370419276 39.75957196746282, 20.677871881264007 39.75968423953683, 20.677882774805873 39.759727327509005, 20.67789465320774 39.75978366647186, 20.677937292977695 39.75986310789193, 20.678004031940265 39.75992412618159, 20.678087628478927 39.75996465831646, 20.67818984074104 39.759996193950144, 20.678235978030482 39.76001699860348, 20.678272918158644 39.760024956502804, 20.678350034191613 39.76002382399607, 20.678394560486936 39.760016974939305, 20.678482262169616 39.76000976839659, 20.67853748482009 39.76001153046437, 20.67858637298978 39.76001711931743, 20.678669995794586 39.76001585773031, 20.67871995390006 39.76002298140104, 20.67886358497219 39.760060602847595, 20.678878654406358 39.760043560242444, 20.678911057302702 39.7600092336244, 20.678921085974054 39.75999095674361, 20.67892768546233 39.7599605027972, 20.678941429275163 39.75992976708524, 20.678986877835964 39.7598651441079, 20.67902101906575 39.75981505035508, 20.67907945549693 39.75974560209753, 20.67911841736233 39.7596855401456, 20.679148645353397 39.75963211865202, 20.679151857494958 39.759550991451256, 20.679152209368034 39.7595177013873, 20.679151451435523 39.759438315992455, 20.679145346187646 39.75940096783526, 20.679139684848685 39.759333998237096, 20.679135983045576 39.75931050014836, 20.679123439072338 39.75925269205354, 20.67908236537878 39.759165900879225, 20.679063545061787 39.7591381416555, 20.67898843082007 39.75908795410889, 20.678938886703897 39.75905548675234, 20.678863659133604 39.75897392330947, 20.678769717424945 39.75890802798442, 20.678697848074883 39.75886924642049, 20.678617280541363 39.758827630545746, 20.67857543934611 39.758788366968695, 20.678571595418468 39.75876807140556, 20.678558265169208 39.758752350051026, 20.678517105283955 39.7587078997268, 20.678505119529618 39.75868897423774, 20.678472215012988 39.7586691882911, 20.678446375538186 39.758655135231955, 20.678393304361915 39.75863316824979, 20.67837017689478 39.7586321274069, 20.67833169517294 39.75864119429542, 20.67828382568576 39.75880979146749, 20.678100350319117 39.75892245922769, 20.677650230986032 39.758919299558976, 20.677300740799083 39.75918044185981, 20.6766427589772 39.759275932663634, 20.676079302922457 39.75902278933974)))"
V_SDI_R_PHOTOVOLTAICS13.12846,12846,Γ-02709,ΣΑΝ ΕΛ Ε.Π.Ε ΕΚΜΕΤΑΛΛΕΥΣΗ ΜΟΝΑΔΩΝ ΠΑΡΑΓΩΓΗΣ ΗΛΕΚΤΡΙΚΟΥ ΡΕΥΜΑΤΟΣ (Δ.Τ.ΣΑΝ ΕΛ. Ε.Π.Ε),ΑΔ-01601,ΑΓΡΟΤΕΜΑΧ 33 Δ.Δ. ΛΕΥΚΑΔΙΟΥ,ΤΣΟΤΥΛΙΟΥ,ΚΟΖΑΝΗΣ,ΒΟΪΟΥ,1.189,20.6,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-06-02,"MULTIPOLYGON (((21.270431718261154 40.310789595200006, 21.270544919793355 40.31090035873952, 21.27152925501142 40.31129290463505, 21.271723500278483 40.31114436011666, 21.27232933997085 40.311293769506904, 21.272337511295927 40.310798545756015, 21.27241585080114 40.31031398505592, 21.272709203513138 40.310041670976894, 21.272951549432907 40.30986723629382, 21.273109435794957 40.309744854419485, 21.273268408063352 40.30959547520432, 21.273356487529178 40.30945343135915, 21.272921190708576 40.30945217168009, 21.272509766221496 40.3094424659877, 21.2724050581998 40.30941297291662, 21.272104460869887 40.309865266813375, 21.27142608781129 40.31005643225696, 21.27114163450245 40.309815521412865, 21.271068204671305 40.3098858487289, 21.270431718261154 40.310789595200006)))"
V_SDI_R_PHOTOVOLTAICS13.12743,12743,Γ-02031,ΦΩΤΟΒΟΛΤΑΪΚΟ ΠΑΡΚΟ ΞΑΝΘΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,ΑΔ-01568,ΜΑΓΙΚΟ,ΒΙΣΤΩΝΙΔΟΣ,ΞΑΝΘΗΣ,ΑΒΔΗΡΩΝ,1.897,17.571,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-08,2010-05-13,"MULTIPOLYGON (((24.893734157967174 41.05693704404208, 24.891766127563265 41.05680850546508, 24.891558294148695 41.058609492566745, 24.893526196634298 41.05873958487638, 24.893734157967174 41.05693704404208)))"
V_SDI_R_PHOTOVOLTAICS13.11236,11236,Γ-01829,ΗΛΙΑΚΑ ΠΑΡΚΑ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (δ.τ. ALEXSUN2 SA),ΑΔ-01410,ΜΠΙΓΙΑΡΕΖΑ,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,1.971,23.503,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-04,2009-12-22,"MULTIPOLYGON (((23.18934644257407 37.44586395493607, 23.19153042332984 37.44558401153205, 23.191538358882706 37.4447246491912, 23.191299573160883 37.44470940526021, 23.191198879359977 37.44394713177214, 23.191309649299345 37.4434780623371, 23.190608149500747 37.44347201668701, 23.18988122531539 37.443340189843944, 23.189070305420955 37.443315691589646, 23.189254160183463 37.44379688431472, 23.18945822818413 37.44493531552542, 23.18934644257407 37.44586395493607)))"
V_SDI_R_PHOTOVOLTAICS13.12526,12526,Γ-03066,ΕΝEL GREEN POWER HELLAS A.E,ΑΔ-01760,ΧΟΙΡΟΔΑΣΟΣ,ΑΒΔΗΡΩΝ,ΞΑΝΘΗΣ,ΑΒΔΗΡΩΝ,4,36.304,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-12-07,2010-09-29,"MULTIPOLYGON (((24.933399508292048 41.00828993374041, 24.936711828099096 41.006227257703706, 24.935193844231005 41.00483433634014, 24.934002152438342 41.005492574292525, 24.932496131574137 41.004099520089135, 24.92926625304682 41.00610736319922, 24.93077225318187 41.00750045936162, 24.931893562070346 41.006905879850386, 24.933399508292048 41.00828993374041)))"
V_SDI_R_PHOTOVOLTAICS13.13916,13916,Γ-01781,ΕΛΛΗΝΙΚΗ ΦΩΤΟΒΟΛΤΑΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΑ (δ.τ. HELLENIC SOLAR AE),ΑΔ-01358,ΜΑΡΑΘΙΑ Δ.Δ. ΚΑΜΠΗΣ,ΞΗΡΟΒΟΥΝΙΟΥ,ΑΡΤΑΣ,ΑΡΤΑΙΩΝ,5.5,21.824,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-02-28,2009-12-15,"MULTIPOLYGON (((20.91638013137659 39.223814018514325, 20.914401655883864 39.223800983415344, 20.913718321600083 39.22379488159974, 20.912588420754574 39.22380025257815, 20.911726695519402 39.22379733384454, 20.911711172585438 39.223846530701074, 20.911765760651086 39.224087519205796, 20.911787994833666 39.22425921304075, 20.911795927721492 39.224377522487664, 20.91191759770074 39.224808897906186, 20.912644460575542 39.22479424795536, 20.91345991185293 39.22477986199704, 20.91470820149519 39.22474629938738, 20.916489352762063 39.22469794388336, 20.916544569025717 39.22467056217399, 20.9165444626754 39.22460872626161, 20.916507497544394 39.224460280727705, 20.9164647953374 39.2242365628127, 20.916413908506627 39.22398341404952, 20.91638013137659 39.223814018514325)), ((20.9188237568732 39.22272821277836, 20.918130017519346 39.22271370906534, 20.91743568139301 39.22270173475926, 20.91710354790942 39.222698351341144, 20.916174470770464 39.22269744717199, 20.91440393184648 39.222706965776375, 20.91308795577409 39.222736973713126, 20.910975552901036 39.22270223963345, 20.910879479427983 39.222796619052176, 20.91083807544351 39.222923870478226, 20.91115652583036 39.22319113143656, 20.911488760895118 39.22354208422998, 20.911631374521857 39.223760212500174, 20.914647597183826 39.223761975645346, 20.916417790015483 39.223777100277935, 20.917374566080387 39.223783717952706, 20.91806990495045 39.22379366542105, 20.91876643945065 39.22378767763347, 20.9188237568732 39.22272821277836)))"
V_SDI_R_PHOTOVOLTAICS13.12644,12644,Γ-02668,ΕΝΕΛ ΓΚΡΙΝ ΠΑΟΥΕΡ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΕΜΠΟΡΙΟΥ,ΑΔ-01773,ΣΟΥΝΙΟ,ΒΙΣΤΩΝΙΔΟΣ,ΞΑΝΘΗΣ,ΑΒΔΗΡΩΝ,1.63,62.77,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-09,2010-09-29,"MULTIPOLYGON (((25.04792142459425 41.11665213902447, 25.049134455024802 41.11653300533529, 25.0491110732872 41.115812595679536, 25.04976564728333 41.11577960962268, 25.049789466653507 41.11652703848555, 25.049904256677944 41.11700340481574, 25.0509649101037 41.117038772682534, 25.051134498785906 41.11646973528902, 25.05077650203631 41.116427962207304, 25.050710050337024 41.115248548825654, 25.049782003943143 41.11531105586213, 25.04960753099342 41.11407857911698, 25.05019895466419 41.11382097133222, 25.04980108489975 41.11277068654378, 25.04993093173911 41.11269744096729, 25.049902953169536 41.11243647010818, 25.04940265012846 41.11243202058939, 25.04944555115143 41.11213437279577, 25.04893348524451 41.11213903617031, 25.048888288219658 41.112292580072406, 25.048447815534868 41.11230559724608, 25.048444949658073 41.112125467555344, 25.046753511358464 41.11211382473021, 25.046788344603215 41.11280710797879, 25.047004498101675 41.114417537648364, 25.048311757563546 41.114234501792744, 25.04837631734327 41.114549186801675, 25.049077798057674 41.11447073889621, 25.049138483271843 41.115289894641066, 25.04912987246245 41.115497152076465, 25.04784469005175 41.11557190304234, 25.047356988095586 41.11561236901442, 25.04792142459425 41.11665213902447)))"
V_SDI_R_PHOTOVOLTAICS13.13139,13139,Γ-02236,SOLAR ΔΟΜΟΚΟΣ ΑΕ,ΑΔ-01977,ΑΝΩ ΑΛΧΑΝΙ Ι,ΔΟΜΟΚΟΥ,ΦΘΙΩΤΙΔΑΣ,ΔΟΜΟΚΟΥ,5.9,35.435,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-04,"MULTIPOLYGON (((22.335109133346275 39.10258729625937, 22.33812064666765 39.10287356481135, 22.338657775678197 39.10216039261002, 22.33989525762767 39.10116886256794, 22.339910108752175 39.100042778313636, 22.33954342793073 39.09940682990503, 22.341489520051933 39.09876776786154, 22.33304826866126 39.098764494976116, 22.335109133346275 39.10258729625937)))"
V_SDI_R_PHOTOVOLTAICS13.13149,13149,Γ-02401,Τ. X. ENEΡΓΕΙΑΚΗ ΑΕ,ΑΔ-01339,ΡΑΧΗ,ΤΕΓΕΑΣ,ΑΡΚΑΔΙΑΣ,ΤΡΙΠΟΛΗΣ,1.301,15.966,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2009-12-15,"MULTIPOLYGON (((22.41798945150337 37.487602811118016, 22.418170937462456 37.48757820336768, 22.418272702625263 37.48757956609779, 22.418430624021855 37.48759970612844, 22.41838614978434 37.48649054291874, 22.41839175147167 37.485688483427865, 22.418393644928987 37.4845258642207, 22.41843734480042 37.48352603405266, 22.418490739380758 37.48313920061985, 22.418095389387844 37.483115881470475, 22.418090639353835 37.483341136631665, 22.417874863808628 37.48338331062517, 22.4178722033997 37.483509453497376, 22.417921040562845 37.48441138254337, 22.41792303527635 37.48592555090568, 22.41793139620105 37.48660161886183, 22.417962941578164 37.48725095902551, 22.41798945150337 37.487602811118016)))"
V_SDI_R_PHOTOVOLTAICS13.12922,12922,Γ-02016,ΠΑΠΑΦΙΛΗΣ ΑΘΑΝΑΣΙΟΣ ΑΕΒΕ,ΑΔ-01407,ΠΡΑΠΑ ΡΑΧΗ,ΣΟΛΥΓΕΙΑΣ,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΩΝ,1.999,35.491,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-08,2009-12-22,"MULTIPOLYGON (((23.012862379415193 37.740174376394734, 23.012473323979915 37.74004592809621, 23.01282594681367 37.73941383171116, 23.012578858674203 37.73927810051632, 23.012201491516723 37.73988466250886, 23.011648094799497 37.739705353233106, 23.012436376329212 37.73870936338825, 23.012474384783324 37.73859062117187, 23.011556305990414 37.73820104863829, 23.011320217987134 37.738237103155384, 23.01099256533309 37.737810747274374, 23.010971442971048 37.737589933788534, 23.010429526500143 37.737598364133746, 23.01045014836018 37.73812948828125, 23.00996070200669 37.7382285762314, 23.00992954466817 37.7384291223284, 23.009770963558115 37.73892575386684, 23.0095004668725 37.73876719717186, 23.009218507996987 37.73922178231775, 23.008466704926775 37.73901942965047, 23.008368497859887 37.7393454117928, 23.009874923787713 37.73978627908941, 23.010130372332114 37.73983087543267, 23.01009109384392 37.73995943025508, 23.010706276641475 37.74024606845909, 23.01106146296027 37.740429127069746, 23.01063196917961 37.740977023033885, 23.012484959650532 37.741100807113, 23.012564347896625 37.74064388648977, 23.012862379415193 37.740174376394734)))"
V_SDI_R_PHOTOVOLTAICS13.12474,12474,Γ-02454,ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΑΝΑΝΕΩΣΙΜΩΝ ΠΗΓΩΝ ΕΝΕΡΓΕΙΑΣ ΚΑΙ ΠΑΡΑΓΩΓΗΣ ΗΛΕΚΤΡΙΚΗΣ ΕΝΕΡΓΕΙΑΣ ΕΠΕ ΔΩΔΕΚΑΝΗΣΟΣ ΑΙΟΛΙΚΗ ΕΠΕ,ΑΔ-01950,ΣΚΟΥΠΑ,ΚΑΡΥΩΝ,ΛΑΚΩΝΙΑΣ,ΣΠΑΡΤΗΣ,1.498,165.073,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-04,"MULTIPOLYGON (((22.414067758293637 37.307355954132404, 22.41360867912798 37.30718756608348, 22.413297190482144 37.30697609056006, 22.41292475730881 37.30698010867216, 22.41250255474892 37.30666800307141, 22.41205362638293 37.306553823197234, 22.411462609082914 37.30622142226143, 22.41092230741069 37.30616008933719, 22.410279245226977 37.30669223089103, 22.409787287862283 37.30647832141436, 22.409273801769622 37.30675082201495, 22.408949605151967 37.30714303467586, 22.408352781369985 37.3076217092679, 22.407202331315546 37.30866976046033, 22.406619237082925 37.3090314419836, 22.406362699365147 37.30942455830185, 22.406293171849665 37.3100455176694, 22.406565105019116 37.310526868256694, 22.407209304130397 37.31101323021147, 22.408334974535318 37.31167731332675, 22.409210698909693 37.311887376386075, 22.409691897114747 37.31154233877014, 22.410027010826447 37.311168297168976, 22.410783868970245 37.31059262133583, 22.411629632952053 37.310081224957116, 22.412236220970478 37.3096747689479, 22.412560222718444 37.3092915577474, 22.41285787165622 37.309088251952886, 22.41322585284628 37.308759706719634, 22.413311064985297 37.30846342067652, 22.413836775873104 37.30814600149621, 22.414036869485845 37.3077521119092, 22.41410890424479 37.30754577853084, 22.414067758293637 37.307355954132404)))"
V_SDI_R_PHOTOVOLTAICS13.13441,13441,Γ-01769,Ρ ΕΝΕΡΓΕΙΑ 1 ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΔ-01175,ΣΠΗΘΑΡΙ Η ΔΡΑΓΑΣΙΑ,ΘΗΒΑΙΩΝ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,1.971,77.929,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-01-30,2008-12-15,"MULTIPOLYGON (((23.29656053703601 38.300597227933835, 23.296626754957558 38.30060898039039, 23.296857248369328 38.30031953743701, 23.297034346639254 38.30019451766732, 23.297734805775786 38.299959257894805, 23.29783972148258 38.299812265529404, 23.297805165529276 38.29979042933488, 23.297788605881163 38.29974058268716, 23.297473660632598 38.29954971053577, 23.297738308146222 38.29924001253002, 23.29767358952454 38.298989805968894, 23.296562858564137 38.298390686770844, 23.29447701236775 38.29770738050582, 23.294281340018536 38.29805002031712, 23.29293155744438 38.29768329598617, 23.29260835381853 38.29858076841898, 23.29187585632125 38.298382135629524, 23.291012537228326 38.2982889619443, 23.290759202364207 38.29912565828113, 23.2902883193902 38.29916642971152, 23.289688997542893 38.300029238197446, 23.289949065303325 38.30046285882909, 23.29045568212923 38.30046457228989, 23.290407294877003 38.30017219328207, 23.291212347561146 38.300155701105, 23.29119132291195 38.300471182338576, 23.291674825303325 38.300556564602395, 23.291777766882266 38.300166956585805, 23.292365777300766 38.30012481296905, 23.293533210839932 38.30027721646413, 23.29357208587957 38.30013658940684, 23.293901559609893 38.300349819643415, 23.294422210800523 38.30052012915014, 23.294675648656476 38.300578520363956, 23.295193405329368 38.30062281806977, 23.295477946675256 38.30061073853001, 23.295793545507845 38.30056829327506, 23.296063990647074 38.30058289401994, 23.2964176531505 38.300767423212356, 23.29656053703601 38.300597227933835)))"
V_SDI_R_PHOTOVOLTAICS13.13829,13829,Γ-01698,ΣΑΡΑΝΤΟΠΟΥΛΟΣ Κ. ΚΑΙ Κ. ΟΕ (ΗΛΙΟΣΑΡ ΟΕ),ΑΔ-01041,ΚΟΚΚΙΝΑΡΙ,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,0.57,40.482,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2006-10-19,2007-05-30,"MULTIPOLYGON (((23.150589948171792 37.357993177875564, 23.151292111717922 37.35780893276342, 23.15255820353296 37.357682806390685, 23.15320906971731 37.3570384896467, 23.152390017123327 37.356572930790534, 23.150020111905786 37.357457283393934, 23.150589948171792 37.357993177875564)))"
V_SDI_R_PHOTOVOLTAICS13.13955,13955,Γ-02757,ALUMINCO A.E.-ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ ΑΛΟΥΜΙΝΙΟΥ ΚΑΙ ΣΥΝΑΦΩΝ ΜΕΤΑΛΛΩΝ,ΑΔ-02122,ΜΕΓΑΛΗ ΡΑΧΗ,ΟΙΝΟΦΥΤΩΝ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,1.2,50.381,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-20,"MULTIPOLYGON (((23.648443305324918 38.317392018741984, 23.648591143294908 38.317572708220176, 23.64878478198323 38.31774452232758, 23.648978595386527 38.31788028733881, 23.649665985083484 38.31766604656663, 23.650124112724413 38.317550253718956, 23.650284433248896 38.31751468250506, 23.65037603254272 38.31749693091143, 23.650467545261463 38.317497203638055, 23.651851373623323 38.31756440530327, 23.65139777935736 38.31673392418733, 23.651560081398504 38.316283790079645, 23.65165271364107 38.316049744695846, 23.651733130541817 38.315977884860324, 23.65290410381645 38.315098147428195, 23.65234494066377 38.31481710933325, 23.652071058503665 38.31468111235388, 23.6506709603539 38.31563225803216, 23.650636816928998 38.31559610703536, 23.64912324856518 38.31634862483878, 23.649089670222953 38.316195314842076, 23.64891708749361 38.31640208193683, 23.64874432987176 38.3166448975484, 23.64859401411212 38.316977903380035, 23.648443305324918 38.317392018741984)))"
